manifesto_id,lowe_rile,edate,partyabbrev,parfam_meta,coderyear,pervote,presvote,absseat,totseats,progtype,corpusversion,total,peruncod,416_meta_perc,501_meta_perc,mpd_rile,planeco,markeco,welfare,intpeace,datasetversion,country,language,partyname,parfam_name,party,parfam_fixed,year,date,climate_dec,climate_perc,501_dec,416_dec,std_mpd_rile,std_lowe_rile,std_diff_rile
14820_201904,-0.6880728880321829,14/04/2019,PS,70,2020.0,17.483,,39,200,1,2023-1,2607,0.575,0.614,5.255,-13.809,10.012,2.186,15.957,0.0,2023a,Finland,finnish,True Finns,NAT,14820,70,2019,201904,0.1131934033,11.31934033,0.05255,0.00614,-0.4557198985698285,-0.2305121402931459,-0.2252077582766825
14901_201904,-0.9386983418472532,14/04/2019,RKP/SFP,90,2020.0,4.909,,10,200,1,2023-1,493,0.0,0.811,5.882,-14.199,1.623,1.623,18.458,0.609,2023a,Finland,finnish,Swedish People’s Party,ETH,14901,90,2019,201904,0.05845511482,5.845511482,0.05882,0.00811,-0.4757856975373816,-0.551032367156294,0.0752466696189124
21111_199111,-0.3904147297145393,24/11/1991,ECOLO,10,1998.0,5.073,,10,212,1,,1846,12.459,0.758,8.072,-1.517,0.813,1.571,8.667,0.325,2023a,Belgium,french,Ecologists,ECO,21111,10,1991,199111,0.0611814346,6.11814346,0.08072,0.00758,0.1767129242741775,0.1501573367266745,0.0265555875475029
21321_199111,-0.8334209226386999,24/11/1991,SP,30,1998.0,11.976,,28,212,1,,3013,4.149,2.921,6.97,-11.218,1.062,2.058,14.67,1.328,2023a,Belgium,dutch,Flemish Socialist Party,SOC,21321,30,1991,199111,0.03304773562,3.304773562,0.0697,0.02921,-0.3224109623520592,-0.4163950357334822,0.0939840733814229
21322_199111,-0.766545289719943,24/11/1991,PS,30,1998.0,13.489,,35,212,1,,1552,3.157,1.031,4.51,-9.601,1.095,3.415,12.049,0.58,2023a,Belgium,french,Francophone Socialist Party,SOC,21322,30,1991,199111,0.03187546331,3.187546331,0.0451,0.01031,-0.2392150727865892,-0.3308690338511957,0.0916539610646064
21422_199111,-0.4354239913558873,24/11/1991,PRL,40,1998.0,8.141,,20,212,1,,1705,13.079,0.528,8.27,-2.346,0.587,1.466,8.798,0.235,2023a,Belgium,french,Liberal Reformation Party,LIB,21422,40,1991,199111,0.009900990099,0.9900990099,0.0827,0.00528,0.1340602387764814,0.0925958299737632,0.0414644088027182
21521_199111,-0.1018866295906217,24/11/1991,CVP,50,1998.0,16.815,,39,212,1,,935,4.492,1.39,3.529,6.631,2.139,3.529,11.23,0.535,2023a,Belgium,dutch,Christian People’s Party,CHR,21521,50,1991,199111,0.02150537634,2.150537634,0.03529,0.0139,0.5959337703962864,0.5191505523014539,0.0767832180948324
21522_199111,-0.6591733030211744,24/11/1991,PSC,50,1998.0,7.736,,18,212,1,,803,1.743,2.117,2.74,-11.208,1.743,2.74,14.57,0.623,2023a,Belgium,french,Christian Social Party,CHR,21522,50,1991,199111,0.01426024955,1.426024955,0.0274,0.02117,-0.3218964546862246,-0.1935529990607708,-0.1283434556254537
21913_199111,-0.3066765909470952,24/11/1991,VU,90,1998.0,5.893,,10,212,1,,337,3.561,0.0,3.264,-3.858,1.78,3.561,8.012,0.297,2023a,Belgium,dutch,Peoples’ Union,ETH,21913,90,1991,199111,0.03361344538,3.361344538,0.03264,0.0,0.0562666797022756,0.2572484834010394,-0.2009818036987638
21914_199111,-0.2749254831666308,24/11/1991,VB,70,1998.0,6.576,,12,212,1,,343,2.041,0.583,3.499,-2.915,1.749,3.79,6.997,0.583,2023a,Belgium,dutch,Flemish Bloc,NAT,21914,70,1991,199111,0.002577319588,0.2577319588,0.03499,0.00583,0.1047847525904872,0.2978543840150288,-0.1930696314245414
21321_199505,-1.0197642991371536,21/05/1995,SP,30,1998.0,12.557,,20,150,1,,851,6.228,3.173,4.23,-15.629,0.47,0.94,19.506,0.823,2023a,Belgium,dutch,Flemish Socialist Party,SOC,21321,30,1995,199505,0.03369272237,3.369272237,0.0423,0.03173,-0.5493602937517428,-0.6547061106883836,0.1053458169366408
21322_199505,-1.1001116406539715,21/05/1995,PS,30,1998.0,11.871,,21,150,1,,1775,0.563,3.268,4.225,-22.986,1.465,1.746,15.437,0.62,2023a,Belgium,french,Francophone Socialist Party,SOC,21322,30,1995,199505,0.02368787738,2.368787738,0.04225,0.03268,-0.9278835835063274,-0.7574608298871117,-0.1704227536192156
21421_199505,-0.2973538011229086,21/05/1995,VLD,40,1998.0,13.148,,21,150,1,,208,0.0,0.0,5.288,-2.404,7.692,8.173,9.615,0.0,2023a,Belgium,dutch,Flemish Liberals and Democrats,LIB,21421,40,1995,199505,0.0141509434,1.41509434,0.05288,0.0,0.1310760943146401,0.269171225740094,-0.1380951314254538
21423_199505,-0.3139077877061984,21/05/1995,PRL-FDF,40,1998.0,10.264,,18,150,1,,630,2.857,0.0,3.333,-4.127,1.905,3.651,8.095,0.317,2023a,Belgium,french,Liberal Reformation Party - Francophone Democratic Front,LIB,21423,40,1995,199505,0.008645533141,0.8645533141,0.03333,0.0,0.0424264234913223,0.2480006404926729,-0.2055742170013506
21521_199505,-0.4034090555490053,21/05/1995,CVP,50,1998.0,17.176,,29,150,1,,820,2.927,1.707,0.244,-3.171,1.341,3.171,9.39,0.854,2023a,Belgium,dutch,Christian People’s Party,CHR,21521,50,1995,199505,0.01398601399,1.398601399,0.00244,0.01707,0.0916133563451191,0.133539135338918,-0.0419257789937989
21522_199505,-0.4301507845591761,21/05/1995,PSC,50,1998.0,7.726,,12,150,1,,1344,0.67,0.149,2.827,-6.101,3.274,4.241,11.83,0.0,2023a,Belgium,french,Christian Social Party,CHR,21522,50,1995,199505,0.007594936709,0.7594936709,0.02827,0.00149,-0.0591373897444462,0.0993396359721167,-0.158477025716563
21914_199505,-0.451275526909912,21/05/1995,VB,70,1998.0,7.834,,11,150,1,,1468,2.657,0.681,9.877,-2.997,0.954,1.839,10.014,0.272,2023a,Belgium,dutch,Flemish Bloc,NAT,21914,70,1995,199505,0.01145662848,1.145662848,0.09877,0.00681,0.1005657897306428,0.0723235962697827,0.02824219346086
21112_199906,-1.006110067022151,13/06/1999,AGALEV,10,2002.0,6.991,,9,150,1,,2554,0.979,3.211,11.511,-16.68,5.756,1.175,10.376,1.449,2023a,Belgium,dutch,Live Differently,ECO,21112,10,1999,199906,0.0618762475,6.18762475,0.11511,0.03211,-0.6034350494309692,-0.637243967444258,0.0338089180132888
21321_199906,-0.4393506248521017,13/06/1999,SP,30,2002.0,9.549,,14,150,1,,630,2.381,0.794,8.413,-1.429,3.492,3.175,22.857,0.0,2023a,Belgium,dutch,Flemish Socialist Party,SOC,21321,30,1999,199906,0.04195804196,4.195804196,0.08413,0.00794,0.1812405917335228,0.087574131499578,0.0936664602339447
21322_199906,-0.7980438042807965,13/06/1999,PS,30,2002.0,10.165,,19,150,1,,1103,0.544,1.088,2.629,-14.869,7.888,0.907,21.668,0.725,2023a,Belgium,french,Francophone Socialist Party,SOC,21322,30,1999,199906,0.02188183807,2.188183807,0.02629,0.01088,-0.5102577111483061,-0.3711518976992805,-0.1391058134490256
21421_199906,-0.0485771706492492,13/06/1999,VLD,40,2002.0,14.304,,23,150,1,,1494,1.071,0.067,1.539,5.556,4.886,1.941,8.3,0.268,2023a,Belgium,dutch,Flemish Liberals and Democrats,LIB,21421,40,1999,199906,0.01624815362,1.624815362,0.01539,0.00067,0.5406241963190568,0.5873270268523918,-0.046702830533335
21425_199906,-0.5686855309373318,13/06/1999,PRL-FDF-MCC,40,2002.0,10.14,,18,150,1,,1499,0.801,1.134,1.868,-7.805,5.537,2.402,9.006,0.6,2023a,Belgium,french,Liberal Reformation Party - Francophone Democratic Front - Citizens’ Movement for Change,LIB,21425,40,1999,199906,0.007220216606,0.7220216606,0.01868,0.01134,-0.1468094960026781,-0.0778298719994041,-0.068979624003274
21521_199906,-0.5486287167620487,13/06/1999,CD&V,50,2002.0,14.088,,22,150,1,,1386,0.938,2.67,3.463,-4.185,3.391,0.722,17.244,0.289,2023a,Belgium,dutch,Christian Democratic and Flemish,CHR,21521,50,1999,199906,0.009036144578,0.9036144578,0.03463,0.0267,0.0394422790294811,-0.0521795857584972,0.0916218647879784
21522_199906,-0.6721120472965181,13/06/1999,PSC,50,2002.0,5.879,,10,150,1,,612,0.817,0.327,1.634,-11.928,4.412,1.961,15.686,0.163,2023a,Belgium,french,Christian Social Party,CHR,21522,50,1999,199906,0.04166666667,4.166666667,0.01634,0.00327,-0.3589410066263226,-0.2101001182273558,-0.1488408883989667
21914_199906,-0.451275526909912,13/06/1999,VB,70,,9.87,,15,150,3,,1468,2.657,0.681,9.877,-2.997,0.954,1.839,10.014,0.272,2023a,Belgium,dutch,Flemish Bloc,NAT,21914,70,1999,199906,0.01103799618,1.103799618,0.09877,0.00681,0.1005657897306428,0.0723235962697827,0.02824219346086
21915_199906,-0.4881153384389654,13/06/1999,VU-ID21,90,2002.0,5.561,,8,150,1,,1845,0.488,0.542,2.493,-6.612,4.932,2.385,12.304,2.06,2023a,Belgium,dutch,People’s Union - Complete Democracy for the 21st century,ETH,21915,90,1999,199906,0.02046035806,2.046035806,0.02493,0.00542,-0.0854287314685991,0.0252098471706966,-0.1106385786392958
21322_200305,-1.165539083151284,18/05/2003,PS,30,2004.0,13.024,,25,150,1,,648,1.235,0.0,0.772,-25.309,7.562,0.309,41.975,0.463,2023a,Belgium,french,Francophone Socialist Party,SOC,21322,30,2003,200305,0.01926252064,1.926252064,0.00772,0.0,-1.0474037142797268,-0.8411347680011068,-0.20626894627862
21421_200305,-0.2463190160963329,18/05/2003,VLD,40,2004.0,15.356,,25,150,1,,268,0.0,0.0,1.493,0.373,10.075,2.612,13.806,2.239,2023a,Belgium,dutch,Flemish Liberals and Democrats,LIB,21421,40,2003,200305,0.02755905512,2.755905512,0.01493,0.0,0.2739548731169347,0.3344386621701541,-0.0604837890532194
21521_200305,-0.2544406627399631,18/05/2003,CD&V,50,2004.0,13.249,,21,150,1,,428,0.0,0.0,0.234,1.869,5.14,2.804,18.224,0.0,2023a,Belgium,dutch,Christian Democratic and Flemish,CHR,21521,50,2003,200305,0.01704800359,1.704800359,0.00234,0.0,0.350925219925805,0.3240520394824223,0.0268731804433826
21522_200305,-0.8645748761231529,18/05/2003,cdH,50,2004.0,5.472,,8,150,1,,1327,0.151,0.0,5.803,-12.133,0.0,0.829,29.54,0.0,2023a,Belgium,french,Humanist Democratic Centre,CHR,21522,50,2003,200305,0.01843317972,1.843317972,0.05803,0.0,-0.3694884137759337,-0.4562372468358262,0.0867488330598925
21914_200305,-0.451275526909912,18/05/2003,VB,70,,11.68,,18,150,3,,1468,2.657,0.681,9.877,-2.997,0.954,1.839,10.014,0.272,2023a,Belgium,dutch,Flemish Bloc,NAT,21914,70,2003,200305,0.01340140396,1.340140396,0.09877,0.00681,0.1005657897306428,0.0723235962697827,0.02824219346086
21111_200706,-1.2655329074171613,10/06/2007,ECOLO,10,2010.0,5.102,,8,150,1,2023-1,4744,0.97,3.288,4.342,-20.32,8.938,0.0,18.529,0.0,2023a,Belgium,french,Ecologists,ECO,21111,10,2007,200706,0.08391756958,8.391756958,0.04342,0.03288,-0.7907158397947979,-0.969015008219092,0.1782991684242941
21112_200706,-0.649370026920173,10/06/2007,groen!,10,2012.0,3.985,,4,150,1,2023-1,3331,0.0,19.364,9.787,-3.753,4.383,1.111,14.65,1.381,2023a,Belgium,dutch,Green!,ECO,21112,10,2007,200706,0.1258698941,12.58698941,0.09787,0.19364,0.0616690101935399,-0.1810157717677539,0.2426847819612938
21221_200706,-0.2868390259583622,10/06/2007,sp.a-SPIRIT,30,2012.0,10.259,,14,150,8,2023-1,192,0.0,7.292,1.042,-3.646,5.729,2.604,27.083,0.0,2023a,Belgium,dutch,Socialist Party Different - Spirit,SOC,21221,30,2007,200706,0.07853403141,7.853403141,0.01042,0.07292,0.0671742422179711,0.2826183759391405,-0.2154441337211693
21322_200706,-1.492285059040925,10/06/2007,PS,30,2010.0,10.864,,20,150,1,2023-1,4786,0.084,1.087,2.549,-32.261,11.492,0.146,30.715,0.167,2023a,Belgium,french,Francophone Socialist Party,SOC,21322,30,2007,200706,0.0310337597,3.10337597,0.02549,0.01087,-1.4050894435680064,-1.25900411337113,-0.1460853301968763
21421_200706,0.2548388949854887,10/06/2007,openVLD,40,2012.0,11.83,,18,150,1,2023-1,1987,0.101,1.107,0.755,13.488,1.51,5.687,16.105,0.151,2023a,Belgium,dutch,Open Flemish Liberals and Democrats,LIB,21421,40,2007,200706,0.02275025278,2.275025278,0.00755,0.01107,0.948731676859136,0.975360184342169,-0.0266285074830329
21426_200706,-1.1835889948364526,10/06/2007,MR,40,2010.0,12.517,,23,150,1,2023-1,6064,1.105,2.16,2.672,-20.861,5.046,1.121,20.185,0.313,2023a,Belgium,french,Reform Movement,LIB,21426,40,2007,200706,0.03588716408,3.588716408,0.02672,0.0216,-0.8185507045164548,-0.8642184640109258,0.0456677594944709
21430_200706,0.9089836579822476,10/06/2007,LDD,40,2012.0,4.027,,5,150,1,2023-1,891,1.01,6.958,5.612,33.782,1.459,17.845,5.499,0.0,2023a,Belgium,dutch,List Dedecker,LIB,21430,40,2007,200706,0.1182432432,11.82432432,0.05612,0.06958,1.992873533904064,1.8119337431945293,0.1809397907095344
21521_200706,0.1421791857754542,10/06/2007,CD&V,50,2012.0,14.808,,24,150,1,2023-1,2168,0.0,4.797,1.614,11.393,3.69,3.367,15.637,0.369,2023a,Belgium,dutch,Christian Democratic and Flemish,CHR,21521,50,2007,200706,0.05535224154,5.535224154,0.01614,0.04797,0.8409423208667678,0.8312817796762928,0.0096605411904749
21522_200706,-1.2775521075209797,10/06/2007,cdH,50,2010.0,6.057,,10,150,1,2023-1,5017,1.276,0.12,3.169,-26.769,6.338,0.219,27.925,1.096,2023a,Belgium,french,Humanist Democratic Centre,CHR,21522,50,2007,200706,0.03340668134,3.340668134,0.03169,0.0012,-1.122521833491592,-0.9843861394643326,-0.1381356940272594
21916_200706,0.9647440919293756,10/06/2007,N-VA,90,2012.0,3.702,,6,150,1,2023-1,1036,1.062,0.965,5.502,27.51,0.965,5.598,5.792,0.483,2023a,Belgium,dutch,New Flemish Alliance,ETH,21916,90,2007,200706,0.04057971014,4.057971014,0.05502,0.00965,1.6701743258925446,1.883244724049286,-0.2130703981567414
21917_200706,0.6906800463459284,10/06/2007,VB,70,2012.0,11.99,,17,150,1,2023-1,2271,0.044,0.484,1.409,24.571,0.705,1.277,9.247,0.044,2023a,Belgium,dutch,Flemish Interest,NAT,21917,70,2007,200706,0.02076889085,2.076889085,0.01409,0.00484,1.5189605229037275,1.5327493185416887,-0.0137887956379609
21111_201006,-1.5803889720079995,13/06/2010,ECOLO,10,2010.0,4.796,,8,150,1,2023-1,3195,0.876,2.003,3.192,-31.299,8.576,0.063,19.781,0.344,2023a,Belgium,french,Ecologists,ECO,21111,10,2010,201006,0.06422305764,6.422305764,0.03192,0.02003,-1.3555938061147086,-1.3716785673895742,0.0160847612748655
21112_201006,-0.3719024397440256,13/06/2010,groen!,10,2013.0,4.381,,5,150,1,2023-1,1989,0.05,12.971,3.972,-0.855,5.832,1.609,19.256,1.006,2023a,Belgium,dutch,Green!,ECO,21112,10,2010,201006,0.1161029783,11.61029783,0.03972,0.12971,0.2107733317524343,0.1738323597172908,0.0369409720351434
21321_201006,-0.5329280353157726,13/06/2010,sp.a,30,2013.0,9.236,,13,150,1,2023-1,920,0.0,5.326,1.957,-12.609,13.478,0.543,18.478,1.522,2023a,Belgium,dutch,Socialist Party Different,SOC,21321,30,2010,201006,0.08705114255,8.705114255,0.01957,0.05326,-0.3939789786696652,-0.0321002765643892,-0.3618787021052759
21322_201006,-1.1593663991340248,13/06/2010,PS,30,2010.0,13.704,,26,150,1,2023-1,2237,0.089,1.252,2.19,-26.688,12.874,0.224,30.979,0.76,2023a,Belgium,french,Francophone Socialist Party,SOC,21322,30,2010,201006,0.04396590399,4.396590399,0.0219,0.01252,-1.1183543213983311,-0.8332406373314171,-0.285113684066914
21421_201006,0.3917144783537605,13/06/2010,openVLD,40,2013.0,8.639,,13,150,1,2023-1,1603,0.062,2.558,0.936,12.726,2.059,5.989,9.669,0.125,2023a,Belgium,dutch,Open Flemish Liberals and Democrats,LIB,21421,40,2010,201006,0.03959773727,3.959773727,0.00936,0.02558,0.9095261927225324,1.150407819629827,-0.2408816269072946
21426_201006,-0.177249236357861,13/06/2010,MR,40,2010.0,9.278,,18,150,1,2023-1,5487,1.64,0.237,2.533,-0.2,7.964,4.356,15.655,0.018,2023a,Belgium,french,Reform Movement,LIB,21426,40,2010,201006,0.03346132748,3.346132748,0.02533,0.00237,0.2444735838646067,0.4227707175706319,-0.1782971337060251
21430_201006,1.5740356406873088,13/06/2010,LDD,40,2013.0,2.307,,1,150,1,2023-1,41,0.0,0.0,0.0,41.463,0.0,21.951,7.317,0.0,2023a,Belgium,dutch,List Dedecker,LIB,21430,40,2010,201006,0.07317073171,7.317073171,0.0,0.0,2.3880668720316933,2.662456342266608,-0.2743894702349148
21521_201006,0.1082166358624281,13/06/2010,CD&V,50,2013.0,10.846,,17,150,1,2023-1,2042,0.0,3.428,0.686,7.248,5.436,5.436,12.782,0.245,2023a,Belgium,dutch,Christian Democratic and Flemish,CHR,21521,50,2010,201006,0.05948869223,5.948869223,0.00686,0.03428,0.6276788933782871,0.787847706890508,-0.1601688135122209
21522_201006,-1.1071312671181444,13/06/2010,cdH,50,2010.0,5.522,,9,150,1,2023-1,6797,0.044,1.692,1.604,-24.555,8.518,1.501,31.205,0.883,2023a,Belgium,french,Humanist Democratic Centre,CHR,21522,50,2010,201006,0.03219137626,3.219137626,0.01604,0.01692,-1.008609836275791,-0.7664380994842028,-0.2421717367915881
21916_201006,0.3892276811961261,13/06/2010,N-VA,90,2013.0,17.398,,27,150,1,2023-1,1360,0.0,1.397,0.294,11.691,2.206,5.221,7.868,0.588,2023a,Belgium,dutch,New Flemish Alliance,ETH,21916,90,2010,201006,0.04646017699,4.646017699,0.00294,0.01397,0.8562746493086417,1.14722750104289,-0.2909528517342483
21917_201006,1.3895225308767198,13/06/2010,VB,70,2013.0,7.763,,12,150,1,2023-1,682,0.0,3.666,0.44,39.443,1.613,4.545,1.026,0.0,2023a,Belgium,dutch,Flemish Interest,NAT,21917,70,2010,201006,0.09063893016,9.063893016,0.0044,0.03666,2.284136323533085,2.426485961303815,-0.1423496377707303
21112_201405,-1.1473195483102678,25/05/2014,groen!,10,2019.0,5.322,,6,150,1,2023-1,10746,1.34,8.338,8.654,-18.063,9.073,0.233,20.752,0.921,2023a,Belgium,dutch,Green!,ECO,21112,10,2014,201405,0.09635295215,9.635295215,0.08654,0.08338,-0.6745914596159074,-0.8178341440952345,0.1432426844793271
21230_201405,-1.179279444169809,25/05/2014,PTB/PVDA,20,2019.0,1.971,,2,150,1,2023-1,4180,1.962,3.541,2.679,-34.785,11.627,0.167,29.378,2.201,2023a,Belgium,dutch,Workers' Party of Belgium,LEF,21230,20,2014,201405,0.09447115385,9.447115385,0.02679,0.03541,-1.5349511784246828,-0.8587070598964412,-0.6762441185282415
21321_201405,-0.9197485264257867,25/05/2014,sp.a,30,2019.0,8.829,,13,150,1,2023-1,6670,0.675,2.759,2.969,-15.502,7.751,0.42,26.447,0.36,2023a,Belgium,dutch,Socialist Party Different,SOC,21321,30,2014,201405,0.05030785403,5.030785403,0.02969,0.02759,-0.5428260463956422,-0.5267978010120871,-0.0160282453835551
21322_201405,-1.4828666898270573,25/05/2014,PS,30,2022.0,11.67,,23,150,1,2023-1,6722,0.55,5.132,2.767,-30.988,6.828,0.655,22.419,0.208,2023a,Belgium,french,Francophone Socialist Party,SOC,21322,30,2014,201405,0.03720860729,3.720860729,0.02767,0.05132,-1.3395926177072497,-1.246959136330062,-0.0926334813771876
21421_201405,-0.3593765315261441,25/05/2014,openVLD,40,2019.0,9.631,,14,150,1,2023-1,1192,0.671,1.93,0.839,-3.859,3.607,3.943,15.268,0.0,2023a,Belgium,dutch,Open Flemish Liberals and Democrats,LIB,21421,40,2014,201405,0.04781533388,4.781533388,0.00839,0.0193,0.0562152289356921,0.1898515105359653,-0.1336362816002731
21426_201405,-0.498677742798252,25/05/2014,MR,40,2022.0,9.641,,20,150,1,2023-1,8807,0.477,1.726,3.009,-5.212,7.074,2.441,17.656,0.079,2023a,Belgium,french,Reform Movement,LIB,21426,40,2014,201405,0.03460443939,3.460443939,0.03009,0.01726,-0.0133976582517419,0.0117017848812338,-0.0250994431329757
21521_201405,-0.3548050827612119,25/05/2014,CD&V,50,2019.0,11.61,,18,150,1,2023-1,4881,1.496,4.118,4.876,-0.102,1.803,2.131,14.649,0.287,2023a,Belgium,dutch,Christian Democratic and Flemish,CHR,21521,50,2014,201405,0.06421074295,6.421074295,0.04876,0.04118,0.2495157589897867,0.1956978512524612,0.0538179077373254
21522_201405,-1.035100911935718,25/05/2014,cdH,50,2022.0,4.985,,9,150,1,2023-1,7470,1.379,4.498,3.213,-19.772,8.876,0.71,15.81,0.187,2023a,Belgium,french,Humanist Democratic Centre,CHR,21522,50,2014,201405,0.02923898531,2.923898531,0.03213,0.04498,-0.7625208197070565,-0.6743198192669833,-0.0882010004400732
21710_201405,0.3823263630276967,25/05/2014,PP,70,2020.0,1.521,,1,150,1,2023-1,612,0.98,0.163,3.105,20.588,3.268,5.229,8.007,0.0,2023a,Belgium,french,People's Party,NAT,21710,70,2014,201405,0.04038772213,4.038772213,0.03105,0.00163,1.314032119601769,1.1384015337226194,0.1756305858791496
21912_201405,-0.7434942658659942,25/05/2014,FDF,90,2020.0,1.8,,2,150,1,2023-1,2298,1.393,1.61,0.609,-13.969,4.352,2.872,25.152,0.044,2023a,Belgium,french,Francophone Democratic Front of Francophones,ETH,21912,90,2014,201405,0.0249452954,2.49452954,0.00609,0.0161,-0.4639520212231836,-0.3013895085969606,-0.1625625126262229
21916_201405,0.1424863463294077,25/05/2014,N-VA,90,2019.0,20.259,,33,150,1,2023-1,2691,0.409,1.709,2.49,8.584,1.784,4.868,9.104,0.0,2023a,Belgium,dutch,New Flemish Alliance,ETH,21916,90,2014,201405,0.0409378489,4.09378489,0.0249,0.01709,0.6964171175338021,0.8316746015901805,-0.1352574840563783
21917_201405,0.4637941838941986,25/05/2014,VB,70,2019.0,3.673,,3,150,1,2023-1,763,0.0,0.393,1.311,17.3,0.917,2.621,9.699,0.0,2023a,Belgium,dutch,Flemish Interest,NAT,21917,70,2014,201405,0.03407601573,3.407601573,0.01311,0.00393,1.1448619990753215,1.242589213101127,-0.0977272140258054
21112_201905,-1.3104670466829995,26/05/2019,groen!,10,2020.0,6.103,,8,150,1,2023-1,3007,0.931,11.839,8.048,-21.849,9.544,0.1,21.35,0.399,2023a,Belgium,dutch,Green!,ECO,21112,10,2019,201905,0.09946595461,9.946595461,0.08048,0.11839,-0.8693840619009227,-1.0264804423645555,0.1570963804636328
21230_201905,-1.26875079977603,26/05/2019,PTB/PVDA,20,2020.0,8.622,,12,150,1,2023-1,6991,0.987,5.035,5.25,-33.686,12.931,0.172,28.065,1.988,2023a,Belgium,dutch,Workers' Party of Belgium,LEF,21230,20,2019,201905,0.08189655172,8.189655172,0.0525,0.05035,-1.47840678594945,-0.9731303108477184,-0.5052764751017318
21321_201905,-1.040406708275504,26/05/2019,sp.a,30,2020.0,6.711,,9,150,1,2023-1,3620,0.718,8.591,4.144,-19.199,10.083,0.083,33.343,0.635,2023a,Belgium,dutch,Socialist Party Different,SOC,21321,30,2019,201905,0.0891966759,8.91966759,0.04144,0.08591,-0.7330395304547288,-0.6811053034252392,-0.0519342270294895
21421_201905,-0.5940656846736525,26/05/2019,openVLD,40,2020.0,8.544,,12,150,1,2023-1,1925,0.831,6.338,2.494,-8.0,1.299,2.753,16.052,0.0,2023a,Belgium,dutch,Open Flemish Liberals and Democrats,LIB,21421,40,2019,201905,0.06233630173,6.233630173,0.02494,0.06338,-0.1568423954864546,-0.1102880780976146,-0.04655431738884
21521_201905,-0.664267078509325,26/05/2019,CD&V,50,2020.0,8.886,,12,150,1,2023-1,4982,0.582,3.874,5.399,-11.903,7.587,1.084,23.906,0.161,2023a,Belgium,dutch,Christian Democratic and Flemish,CHR,21521,50,2019,201905,0.06574185766,6.574185766,0.05399,0.03874,-0.3576547374617358,-0.2000673336991698,-0.157587403762566
21916_201905,-0.0603316004389551,26/05/2019,N-VA,90,2020.0,16.028,,25,150,1,2023-1,2824,0.283,4.143,4.178,4.78,3.718,2.62,10.623,0.354,2023a,Belgium,dutch,New Flemish Alliance,ETH,21916,90,2019,201905,0.04895352962,4.895352962,0.04178,0.04143,0.5006984014502845,0.5722945054325067,-0.0715961039822221
21917_201905,0.0503240748137416,26/05/2019,VB,70,2020.0,11.949,,18,150,1,2023-1,2480,0.484,1.129,2.5,8.387,4.395,0.605,13.71,0.0,2023a,Belgium,dutch,Flemish Interest,NAT,21917,70,2019,201905,0.03112368634,3.112368634,0.025,0.01129,0.6862813165168586,0.7138099883804584,-0.0275286718635997
22220_199405,-0.8095176077650263,03/05/1994,SP,20,2017.0,1.322,,2,150,1,2023-1,570,0.0,1.228,7.719,-19.298,12.105,0.702,24.211,1.754,2023a,Netherlands,dutch,Socialist Party,LEF,22220,20,1994,199405,0.03356890459,3.356890459,0.07719,0.01228,-0.738133156346492,-0.3858255313616544,-0.3523076249848376
22320_199405,-0.0621369994206002,03/05/1994,PvdA,30,1995.0,23.973,,37,150,1,,2278,14.004,1.097,7.287,4.258,0.176,1.493,5.18,1.141,2023a,Netherlands,dutch,Labour Party,SOC,22320,30,1994,199405,0.04384653712,4.384653712,0.07287,0.01097,0.4738411012937134,0.5699856142869075,-0.0961445129931941
22330_199405,-0.5265150986369838,03/05/1994,D’66,40,1995.0,15.49,,24,150,1,,2318,11.303,5.263,9.318,-8.24,5.091,3.624,4.4,1.294,2023a,Netherlands,dutch,Democrats‘66,LIB,22330,40,1994,199405,0.03458844133,3.458844133,0.09318,0.05263,-0.1691905794664873,-0.0238988912387746,-0.1452916882277126
22420_199405,0.3507071097837348,03/05/1994,VVD,40,1995.0,19.956,,31,150,1,,549,1.457,0.546,3.279,15.118,0.364,5.829,3.097,0.911,2023a,Netherlands,dutch,People’s Party for Freedom and Democracy,LIB,22420,40,1994,199405,0.01789264414,1.789264414,0.03279,0.00546,1.0325964263901914,1.0979642594205608,-0.0653678330303693
22521_199405,-0.320109354812077,03/05/1994,CDA,50,1995.0,22.217,,34,150,1,,2005,9.377,2.095,8.728,-2.594,4.688,3.192,2.793,1.746,2023a,Netherlands,dutch,Christian Democratic Appeal,CHR,22521,50,1994,199405,0.03213242454,3.213242454,0.08728,0.02095,0.121300448663781,0.240069571778679,-0.118769123114898
22527_199405,0.4631049335660444,03/05/1994,GPV,50,2016.0,1.3,,2,150,1,2023-1,1306,0.0,1.149,9.188,24.426,0.306,2.067,8.27,2.067,2023a,Netherlands,dutch,Reformed Political League,CHR,22527,50,1994,199405,0.02455871067,2.455871067,0.09188,0.01149,1.5115001617491246,1.241707743688573,0.2697924180605515
22528_199405,0.4766744775422422,03/05/1994,RPF,50,2016.0,1.8,,3,150,1,2023-1,2041,0.0,6.467,15.14,24.89,0.539,2.156,6.222,1.617,2023a,Netherlands,dutch,Reformatory Political Federation,CHR,22528,50,1994,199405,0.05242528172,5.242528172,0.1514,0.06467,1.5353733174438544,1.259061580848663,0.2763117365951915
22711_199405,0.1932614321396437,03/05/1994,,70,2016.0,2.5,,3,150,1,2023-1,388,1.031,0.0,7.216,12.629,4.381,1.804,6.959,0.0,2023a,Netherlands,dutch,Centre Democrats,NAT,22711,70,1994,199405,0.03875968992,3.875968992,0.07216,0.0,0.9045354683639358,0.8966099135274154,0.0079255548365204
