manifesto_id,lowe_rile,edate,partyabbrev,parfam_meta,candidatename,manual,coderyear,testresult,testeditsim,pervote,voteest,presvote,absseat,totseats,progtype,corpusversion,total,peruncod,416_meta_perc,501_meta_perc,rile,planeco,markeco,welfare,intpeace,datasetversion,country,language,partyname,parfam_name,party,parfam_fixed,year,date,501_raw,416_raw,final_broad,final_broad_perc,501_meta_dec,416_meta_dec,std_rile,std_lowe_rile,std_diff_rile
21421_200305,-0.2463190160963329,18/05/2003,VLD,40,,1,2004.0,,,15.356,0.0,,25,150,1,,268,0.0,0.0,1.493,0.373,10.075,2.612,13.806,2.239,2023a,Belgium,dutch,Flemish Liberals and Democrats,LIB,21421,40,2003,200305,0.0157480315,0.01968503937,0.02755905512,2.755905512,0.01493,0.0,0.2739548731169347,0.33443866217015417,-0.06048378905321944
21521_200305,-0.25444066273996313,18/05/2003,CD&V,50,,1,2004.0,,,13.249,0.0,,21,150,1,,428,0.0,0.0,0.234,1.869,5.14,2.804,18.224,0.0,2023a,Belgium,dutch,Christian Democratic and Flemish,CHR,21521,50,2003,200305,0.01211305518,0.01615074024,0.01704800359,1.704800359,0.00234,0.0,0.350925219925805,0.32405203948242234,0.02687318044338266
21522_200305,-0.8645748761231529,18/05/2003,cdH,50,,1,2004.0,,,5.472,0.0,,8,150,1,,1327,0.151,0.0,5.803,-12.133,0.0,0.829,29.54,0.0,2023a,Belgium,french,Humanist Democratic Centre,CHR,21522,50,2003,200305,0.01689708141,0.005888376856,0.01843317972,1.843317972,0.05803,0.0,-0.3694884137759337,-0.4562372468358262,0.0867488330598925
21914_200305,-0.451275526909912,18/05/2003,VB,70,,998,,,,11.68,0.0,,18,150,3,,1468,2.657,0.681,9.877,-2.997,0.954,1.839,10.014,0.272,2023a,Belgium,dutch,Flemish Bloc,NAT,21914,70,2003,200305,0.02105934907,0.008934269304,0.01340140396,1.340140396,0.09877,0.00681,0.10056578973064281,0.07232359626978273,0.028242193460860085
21111_200706,-1.2655329074171613,10/06/2007,ECOLO,10,,3,2010.0,0.77,,5.102,0.0,,8,150,1,2023-1,4744,0.97,3.288,4.342,-20.32,8.938,0.0,18.529,0.0,2023a,Belgium,french,Ecologists,ECO,21111,10,2007,200706,0.04248990865,0.03250478011,0.08391756958,8.391756958,0.04342,0.03288,-0.7907158397947979,-0.969015008219092,0.17829916842429416
21112_200706,-0.649370026920173,10/06/2007,groen!,10,,4,2012.0,0.85,0.682,3.985,0.0,,4,150,1,2023-1,3331,0.0,19.364,9.787,-3.753,4.383,1.111,14.65,1.381,2023a,Belgium,dutch,Green!,ECO,21112,10,2007,200706,0.09712556732,0.1930408472,0.1258698941,12.58698941,0.09787,0.19364,0.061669010193539923,-0.1810157717677539,0.24268478196129384
21221_200706,-0.2868390259583622,10/06/2007,sp.a-SPIRIT,30,,4,2012.0,0.85,0.682,10.259,0.0,,14,150,8,2023-1,192,0.0,7.292,1.042,-3.646,5.729,2.604,27.083,0.0,2023a,Belgium,dutch,Socialist Party Different - Spirit,SOC,21221,30,2007,200706,0.01047120419,0.07329842932,0.07853403141,7.853403141,0.01042,0.07292,0.06717424221797116,0.2826183759391405,-0.21544413372116936
21322_200706,-1.492285059040925,10/06/2007,PS,30,,3,2010.0,0.77,,10.864,0.0,,20,150,1,2023-1,4786,0.084,1.087,2.549,-32.261,11.492,0.146,30.715,0.167,2023a,Belgium,french,Francophone Socialist Party,SOC,21322,30,2007,200706,0.02411407004,0.01090375341,0.0310337597,3.10337597,0.02549,0.01087,-1.4050894435680064,-1.25900411337113,-0.1460853301968763
21421_200706,0.25483889498548873,10/06/2007,openVLD,40,,4,2012.0,0.85,0.682,11.83,0.0,,18,150,1,2023-1,1987,0.101,1.107,0.755,13.488,1.51,5.687,16.105,0.151,2023a,Belgium,dutch,Open Flemish Liberals and Democrats,LIB,21421,40,2007,200706,0.007077856421,0.0111223458,0.02275025278,2.275025278,0.00755,0.01107,0.9487316768591361,0.975360184342169,-0.026628507483032915
21426_200706,-1.1835889948364526,10/06/2007,MR,40,,3,2010.0,0.77,,12.517,0.0,,23,150,1,2023-1,6064,1.105,2.16,2.672,-20.861,5.046,1.121,20.185,0.313,2023a,Belgium,french,Reform Movement,LIB,21426,40,2007,200706,0.02670672676,0.02053079619,0.03588716408,3.588716408,0.02672,0.0216,-0.8185507045164548,-0.8642184640109258,0.045667759494470994
21430_200706,0.9089836579822475,10/06/2007,LDD,40,,4,2012.0,0.85,0.682,4.027,0.0,,5,150,1,2023-1,891,1.01,6.958,5.612,33.782,1.459,17.845,5.499,0.0,2023a,Belgium,dutch,List Dedecker,LIB,21430,40,2007,200706,0.06418918919,0.06981981982,0.1182432432,11.82432432,0.05612,0.06958,1.9928735339040642,1.8119337431945297,0.18093979070953448
21521_200706,0.1421791857754542,10/06/2007,CD&V,50,,4,2012.0,0.85,0.682,14.808,1.0,,24,150,1,2023-1,2168,0.0,4.797,1.614,11.393,3.69,3.367,15.637,0.369,2023a,Belgium,dutch,Christian Democratic and Flemish,CHR,21521,50,2007,200706,0.01601097896,0.04666056725,0.05535224154,5.535224154,0.01614,0.04797,0.8409423208667678,0.8312817796762928,0.009660541190474992
21522_200706,-1.2775521075209797,10/06/2007,cdH,50,,3,2010.0,0.77,,6.057,0.0,,10,150,1,2023-1,5017,1.276,0.12,3.169,-26.769,6.338,0.219,27.925,1.096,2023a,Belgium,french,Humanist Democratic Centre,CHR,21522,50,2007,200706,0.02980596119,0.001200240048,0.03340668134,3.340668134,0.03169,0.0012,-1.122521833491592,-0.9843861394643326,-0.13813569402725945
21916_200706,0.9647440919293757,10/06/2007,N-VA,90,,4,2012.0,0.85,0.682,3.702,1.0,,6,150,1,2023-1,1036,1.062,0.965,5.502,27.51,0.965,5.598,5.792,0.483,2023a,Belgium,dutch,New Flemish Alliance,ETH,21916,90,2007,200706,0.05507246377,0.009661835749,0.04057971014,4.057971014,0.05502,0.00965,1.6701743258925446,1.883244724049286,-0.21307039815674145
21917_200706,0.6906800463459284,10/06/2007,VB,70,,4,2012.0,0.85,0.682,11.99,0.0,,17,150,1,2023-1,2271,0.044,0.484,1.409,24.571,0.705,1.277,9.247,0.044,2023a,Belgium,dutch,Flemish Interest,NAT,21917,70,2007,200706,0.01414052143,0.004860804242,0.02076889085,2.076889085,0.01409,0.00484,1.5189605229037277,1.5327493185416887,-0.013788795637960982
21111_201006,-1.5803889720079995,13/06/2010,ECOLO,10,,3,2010.0,0.77,,4.796,0.0,,8,150,1,2023-1,3195,0.876,2.003,3.192,-31.299,8.576,0.063,19.781,0.344,2023a,Belgium,french,Ecologists,ECO,21111,10,2010,201006,0.03226817043,0.02005012531,0.06422305764,6.422305764,0.03192,0.02003,-1.3555938061147086,-1.3716785673895742,0.016084761274865578
21112_201006,-0.3719024397440256,13/06/2010,groen!,10,,4,2013.0,0.85,0.682,4.381,0.0,,5,150,1,2023-1,1989,0.05,12.971,3.972,-0.855,5.832,1.609,19.256,1.006,2023a,Belgium,dutch,Green!,ECO,21112,10,2010,201006,0.03886925795,0.1302372539,0.1161029783,11.61029783,0.03972,0.12971,0.2107733317524343,0.17383235971729086,0.03694097203514343
21321_201006,-0.5329280353157726,13/06/2010,sp.a,30,,4,2013.0,0.85,0.682,9.236,0.0,,13,150,1,2023-1,920,0.0,5.326,1.957,-12.609,13.478,0.543,18.478,1.522,2023a,Belgium,dutch,Socialist Party Different,SOC,21321,30,2010,201006,0.01958650707,0.05331882481,0.08705114255,8.705114255,0.01957,0.05326,-0.3939789786696652,-0.032100276564389234,-0.36187870210527595
21322_201006,-1.1593663991340248,13/06/2010,PS,30,,3,2010.0,0.77,,13.704,0.0,,26,150,1,2023-1,2237,0.089,1.252,2.19,-26.688,12.874,0.224,30.979,0.76,2023a,Belgium,french,Francophone Socialist Party,SOC,21322,30,2010,201006,0.02153432032,0.01256168686,0.04396590399,4.396590399,0.0219,0.01252,-1.1183543213983311,-0.8332406373314171,-0.28511368406691406
21421_201006,0.3917144783537605,13/06/2010,openVLD,40,,4,2013.0,0.85,0.682,8.639,0.0,,13,150,1,2023-1,1603,0.062,2.558,0.936,12.726,2.059,5.989,9.669,0.125,2023a,Belgium,dutch,Open Flemish Liberals and Democrats,LIB,21421,40,2010,201006,0.008170961659,0.02451288498,0.03959773727,3.959773727,0.00936,0.02558,0.9095261927225324,1.150407819629827,-0.24088162690729464
21426_201006,-0.17724923635786105,13/06/2010,MR,40,,3,2010.0,0.77,,9.278,0.0,,18,150,1,2023-1,5487,1.64,0.237,2.533,-0.2,7.964,4.356,15.655,0.018,2023a,Belgium,french,Reform Movement,LIB,21426,40,2010,201006,0.02669592247,0.002377034193,0.03346132748,3.346132748,0.02533,0.00237,0.24447358386460677,0.4227707175706319,-0.17829713370602512
21430_201006,1.5740356406873088,13/06/2010,LDD,40,,4,2013.0,0.85,0.682,2.307,0.0,,1,150,1,2023-1,41,0.0,0.0,0.0,41.463,0.0,21.951,7.317,0.0,2023a,Belgium,dutch,List Dedecker,LIB,21430,40,2010,201006,0.0,0.0,0.07317073171,7.317073171,0.0,0.0,2.3880668720316933,2.662456342266608,-0.2743894702349148
21521_201006,0.10821663586242813,13/06/2010,CD&V,50,,4,2013.0,0.85,0.682,10.846,0.0,,17,150,1,2023-1,2042,0.0,3.428,0.686,7.248,5.436,5.436,12.782,0.245,2023a,Belgium,dutch,Christian Democratic and Flemish,CHR,21521,50,2010,201006,0.006882989184,0.03441494592,0.05948869223,5.948869223,0.00686,0.03428,0.6276788933782871,0.787847706890508,-0.1601688135122209
21522_201006,-1.1071312671181444,13/06/2010,cdH,50,,3,2010.0,0.77,,5.522,0.0,,9,150,1,2023-1,6797,0.044,1.692,1.604,-24.555,8.518,1.501,31.205,0.883,2023a,Belgium,french,Humanist Democratic Centre,CHR,21522,50,2010,201006,0.01535735381,0.01653868872,0.03219137626,3.219137626,0.01604,0.01692,-1.008609836275791,-0.7664380994842028,-0.2421717367915881
21916_201006,0.38922768119612616,13/06/2010,N-VA,90,,4,2013.0,0.85,0.682,17.398,0.0,,27,150,1,2023-1,1360,0.0,1.397,0.294,11.691,2.206,5.221,7.868,0.588,2023a,Belgium,dutch,New Flemish Alliance,ETH,21916,90,2010,201006,0.002949852507,0.01253687316,0.04646017699,4.646017699,0.00294,0.01397,0.8562746493086417,1.14722750104289,-0.29095285173424834
21917_201006,1.3895225308767198,13/06/2010,VB,70,,4,2013.0,0.85,0.682,7.763,0.0,,12,150,1,2023-1,682,0.0,3.666,0.44,39.443,1.613,4.545,1.026,0.0,2023a,Belgium,dutch,Flemish Interest,NAT,21917,70,2010,201006,0.004457652303,0.03714710253,0.09063893016,9.063893016,0.0044,0.03666,2.284136323533085,2.426485961303815,-0.1423496377707303
21112_201405,-1.1473195483102678,25/05/2014,groen!,10,,5,2019.0,0.788,0.659,5.322,0.0,,6,150,1,2023-1,10746,1.34,8.338,8.654,-18.063,9.073,0.233,20.752,0.921,2023a,Belgium,dutch,Green!,ECO,21112,10,2014,201405,0.08627926499,0.07368715605,0.09635295215,9.635295215,0.08654,0.08338,-0.6745914596159074,-0.8178341440952345,0.1432426844793271
21230_201405,-1.1792794441698087,25/05/2014,PTB/PVDA,20,,5,2019.0,0.788,0.659,1.971,0.0,,2,150,1,2023-1,4180,1.962,3.541,2.679,-34.785,11.627,0.167,29.378,2.201,2023a,Belgium,dutch,Workers' Party of Belgium,LEF,21230,20,2014,201405,0.02668269231,0.02355769231,0.09447115385,9.447115385,0.02679,0.03541,-1.5349511784246828,-0.8587070598964412,-0.6762441185282415
21321_201405,-0.9197485264257867,25/05/2014,sp.a,30,,5,2019.0,0.788,0.659,8.829,0.0,,13,150,1,2023-1,6670,0.675,2.759,2.969,-15.502,7.751,0.42,26.447,0.36,2023a,Belgium,dutch,Socialist Party Different,SOC,21321,30,2014,201405,0.02958402162,0.02537918606,0.05030785403,5.030785403,0.02969,0.02759,-0.5428260463956422,-0.5267978010120871,-0.016028245383555184
21322_201405,-1.4828666898270573,25/05/2014,PS,30,,5,2022.0,0.832,0.765,11.67,,,23,150,1,2023-1,6722,0.55,5.132,2.767,-30.988,6.828,0.655,22.419,0.208,2023a,Belgium,french,Francophone Socialist Party,SOC,21322,30,2014,201405,0.02570233114,0.04976090855,0.03720860729,3.720860729,0.02767,0.05132,-1.3395926177072497,-1.246959136330062,-0.09263348137718763
21421_201405,-0.3593765315261441,25/05/2014,openVLD,40,,5,2019.0,0.788,0.659,9.631,0.0,,14,150,1,2023-1,1192,0.671,1.93,0.839,-3.859,3.607,3.943,15.268,0.0,2023a,Belgium,dutch,Open Flemish Liberals and Democrats,LIB,21421,40,2014,201405,0.007419620775,0.01896125309,0.04781533388,4.781533388,0.00839,0.0193,0.056215228935692176,0.1898515105359653,-0.13363628160027313
21426_201405,-0.49867774279825205,25/05/2014,MR,40,,5,2022.0,0.832,0.765,9.641,,,20,150,1,2023-1,8807,0.477,1.726,3.009,-5.212,7.074,2.441,17.656,0.079,2023a,Belgium,french,Reform Movement,LIB,21426,40,2014,201405,0.03016505407,0.01696072851,0.03460443939,3.460443939,0.03009,0.01726,-0.013397658251741934,0.0117017848812338,-0.025099443132975734
21521_201405,-0.3548050827612119,25/05/2014,CD&V,50,,5,2019.0,0.788,0.659,11.61,0.0,,18,150,1,2023-1,4881,1.496,4.118,4.876,-0.102,1.803,2.131,14.649,0.287,2023a,Belgium,dutch,Christian Democratic and Flemish,CHR,21521,50,2014,201405,0.04815805721,0.03910269603,0.06421074295,6.421074295,0.04876,0.04118,0.24951575898978676,0.19569785125246128,0.05381790773732548
21522_201405,-1.035100911935718,25/05/2014,cdH,50,,5,2022.0,0.832,0.765,4.985,,,9,150,1,2023-1,7470,1.379,4.498,3.213,-19.772,8.876,0.71,15.81,0.187,2023a,Belgium,french,Humanist Democratic Centre,CHR,21522,50,2014,201405,0.03137516689,0.04058744993,0.02923898531,2.923898531,0.03213,0.04498,-0.7625208197070565,-0.6743198192669833,-0.08820100044007328
21710_201405,0.38232636302769674,25/05/2014,PP,70,,5,2020.0,0.723,0.58,1.521,,,1,150,1,2023-1,612,0.98,0.163,3.105,20.588,3.268,5.229,8.007,0.0,2023a,Belgium,french,People's Party,NAT,21710,70,2014,201405,0.02907915994,0.001615508885,0.04038772213,4.038772213,0.03105,0.00163,1.314032119601769,1.1384015337226194,0.1756305858791496
21912_201405,-0.7434942658659942,25/05/2014,FDF,90,,5,2020.0,0.723,0.58,1.8,,,2,150,1,2023-1,2298,1.393,1.61,0.609,-13.969,4.352,2.872,25.152,0.044,2023a,Belgium,french,Francophone Democratic Front of Francophones,ETH,21912,90,2014,201405,0.006126914661,0.01619256018,0.0249452954,2.49452954,0.00609,0.0161,-0.4639520212231836,-0.3013895085969606,-0.16256251262622295
21916_201405,0.1424863463294077,25/05/2014,N-VA,90,,5,2019.0,0.788,0.659,20.259,0.0,,33,150,1,2023-1,2691,0.409,1.709,2.49,8.584,1.784,4.868,9.104,0.0,2023a,Belgium,dutch,New Flemish Alliance,ETH,21916,90,2014,201405,0.0249348716,0.01674730182,0.0409378489,4.09378489,0.0249,0.01709,0.6964171175338021,0.8316746015901805,-0.13525748405637839
21917_201405,0.4637941838941986,25/05/2014,VB,70,,5,2019.0,0.788,0.659,3.673,0.0,,3,150,1,2023-1,763,0.0,0.393,1.311,17.3,0.917,2.621,9.699,0.0,2023a,Belgium,dutch,Flemish Interest,NAT,21917,70,2014,201405,0.0131061599,0.003931847969,0.03407601573,3.407601573,0.01311,0.00393,1.1448619990753215,1.242589213101127,-0.09772721402580542
21112_201905,-1.3104670466829997,26/05/2019,groen!,10,,5,2020.0,0.788,0.659,6.103,0.0,,8,150,1,2023-1,3007,0.931,11.839,8.048,-21.849,9.544,0.1,21.35,0.399,2023a,Belgium,dutch,Green!,ECO,21112,10,2019,201905,0.08044058745,0.1124833111,0.09946595461,9.946595461,0.08048,0.11839,-0.8693840619009227,-1.0264804423645555,0.15709638046363283
21230_201905,-1.2687507997760301,26/05/2019,PTB/PVDA,20,,5,2020.0,0.788,0.659,8.622,0.0,,12,150,1,2023-1,6991,0.987,5.035,5.25,-33.686,12.931,0.172,28.065,1.988,2023a,Belgium,dutch,Workers' Party of Belgium,LEF,21230,20,2019,201905,0.05158045977,0.0433908046,0.08189655172,8.189655172,0.0525,0.05035,-1.47840678594945,-0.9731303108477183,-0.5052764751017318
21321_201905,-1.040406708275504,26/05/2019,sp.a,30,,5,2020.0,0.788,0.659,6.711,0.0,,9,150,1,2023-1,3620,0.718,8.591,4.144,-19.199,10.083,0.083,33.343,0.635,2023a,Belgium,dutch,Socialist Party Different,SOC,21321,30,2019,201905,0.04072022161,0.08504155125,0.0891966759,8.91966759,0.04144,0.08591,-0.7330395304547288,-0.6811053034252392,-0.05193422702948958
21421_201905,-0.5940656846736525,26/05/2019,openVLD,40,,5,2020.0,0.788,0.659,8.544,0.0,,12,150,1,2023-1,1925,0.831,6.338,2.494,-8.0,1.299,2.753,16.052,0.0,2023a,Belgium,dutch,Open Flemish Liberals and Democrats,LIB,21421,40,2019,201905,0.02462022001,0.06024096386,0.06233630173,6.233630173,0.02494,0.06338,-0.15684239548645468,-0.11028807809761465,-0.04655431738884003
21521_201905,-0.664267078509325,26/05/2019,CD&V,50,,5,2020.0,0.788,0.659,8.886,0.0,,12,150,1,2023-1,4982,0.582,3.874,5.399,-11.903,7.587,1.084,23.906,0.161,2023a,Belgium,dutch,Christian Democratic and Flemish,CHR,21521,50,2019,201905,0.05367913148,0.03799758745,0.06574185766,6.574185766,0.05399,0.03874,-0.3576547374617358,-0.2000673336991698,-0.15758740376256603
21916_201905,-0.060331600438955135,26/05/2019,N-VA,90,,5,2020.0,0.788,0.659,16.028,0.0,,25,150,1,2023-1,2824,0.283,4.143,4.178,4.78,3.718,2.62,10.623,0.354,2023a,Belgium,dutch,New Flemish Alliance,ETH,21916,90,2019,201905,0.04150407946,0.04079460802,0.04895352962,4.895352962,0.04178,0.04143,0.5006984014502845,0.5722945054325067,-0.07159610398222216
21917_201905,0.05032407481374168,26/05/2019,VB,70,,5,2020.0,0.788,0.659,11.949,0.0,,18,150,1,2023-1,2480,0.484,1.129,2.5,8.387,4.395,0.605,13.71,0.0,2023a,Belgium,dutch,Flemish Interest,NAT,21917,70,2019,201905,0.02506063056,0.01050929669,0.03112368634,3.112368634,0.025,0.01129,0.6862813165168586,0.7138099883804584,-0.027528671863599752
22220_199405,-0.8095176077650263,03/05/1994,SP,20,,4,2017.0,0.805,0.705,1.322,0.0,,2,150,1,2023-1,570,0.0,1.228,7.719,-19.298,12.105,0.702,24.211,1.754,2023a,Netherlands,dutch,Socialist Party,LEF,22220,20,1994,199405,0.0777385159,0.01236749117,0.03356890459,3.356890459,0.07719,0.01228,-0.738133156346492,-0.3858255313616544,-0.35230762498483764
22320_199405,-0.06213699942060025,03/05/1994,PvdA,30,,1,1995.0,0.806,,23.973,0.0,,37,150,1,,2278,14.004,1.097,7.287,4.258,0.176,1.493,5.18,1.141,2023a,Netherlands,dutch,Labour Party,SOC,22320,30,1994,199405,0.06527154958,0.04982561036,0.04384653712,4.384653712,0.07287,0.01097,0.4738411012937134,0.5699856142869075,-0.09614451299319415
22330_199405,-0.5265150986369838,03/05/1994,D’66,40,,1,1995.0,0.806,,15.49,0.0,,24,150,1,,2318,11.303,5.263,9.318,-8.24,5.091,3.624,4.4,1.294,2023a,Netherlands,dutch,Democrats‘66,LIB,22330,40,1994,199405,0.07092819615,0.05210157618,0.03458844133,3.458844133,0.09318,0.05263,-0.16919057946648736,-0.023898891238774696,-0.14529168822771266
22420_199405,0.35070710978373487,03/05/1994,VVD,40,,1,1995.0,0.806,,19.956,0.0,,31,150,1,,549,1.457,0.546,3.279,15.118,0.364,5.829,3.097,0.911,2023a,Netherlands,dutch,People’s Party for Freedom and Democracy,LIB,22420,40,1994,199405,0.04373757455,0.01590457256,0.01789264414,1.789264414,0.03279,0.00546,1.0325964263901914,1.0979642594205608,-0.0653678330303693
22521_199405,-0.32010935481207703,03/05/1994,CDA,50,,1,1995.0,0.806,,22.217,0.0,,34,150,1,,2005,9.377,2.095,8.728,-2.594,4.688,3.192,2.793,1.746,2023a,Netherlands,dutch,Christian Democratic Appeal,CHR,22521,50,1994,199405,0.09006815969,0.03213242454,0.03213242454,3.213242454,0.08728,0.02095,0.121300448663781,0.240069571778679,-0.118769123114898
22527_199405,0.46310493356604443,03/05/1994,GPV,50,,4,2016.0,0.94,0.471,1.3,0.0,,2,150,1,2023-1,1306,0.0,1.149,9.188,24.426,0.306,2.067,8.27,2.067,2023a,Netherlands,dutch,Reformed Political League,CHR,22527,50,1994,199405,0.092095165,0.01151189563,0.02455871067,2.455871067,0.09188,0.01149,1.5115001617491246,1.241707743688573,0.26979241806055154
22528_199405,0.47667447754224224,03/05/1994,RPF,50,,4,2016.0,0.94,0.471,1.8,0.0,,3,150,1,2023-1,2041,0.0,6.467,15.14,24.89,0.539,2.156,6.222,1.617,2023a,Netherlands,dutch,Reformatory Political Federation,CHR,22528,50,1994,199405,0.1513963743,0.06467417932,0.05242528172,5.242528172,0.1514,0.06467,1.5353733174438544,1.259061580848663,0.2763117365951915
22711_199405,0.19326143213964375,03/05/1994,,70,,4,2016.0,0.94,0.471,2.5,0.0,,3,150,1,2023-1,388,1.031,0.0,7.216,12.629,4.381,1.804,6.959,0.0,2023a,Netherlands,dutch,Centre Democrats,NAT,22711,70,1994,199405,0.07235142119,0.0,0.03875968992,3.875968992,0.07216,0.0,0.9045354683639358,0.8966099135274154,0.007925554836520465
22952_199405,0.5549713961431335,03/05/1994,SGP,95,,4,2016.0,0.94,0.471,1.729,0.0,,2,150,1,2023-1,955,0.105,2.513,7.853,28.796,1.257,1.675,9.738,1.047,2023a,Netherlands,dutch,Reformed Political Party,SIP,22952,95,1994,199405,0.07853403141,0.02513089005,0.03664921466,3.664921466,0.07853,0.02513,1.7363400117188859,1.3591940523539736,0.37714595936491224
22954_199405,-0.09107044649212614,03/05/1994,AOV,95,,4,2016.0,0.94,0.471,3.6,0.0,,6,150,1,2023-1,940,0.106,1.596,4.894,0.851,2.66,8.936,18.617,0.0,2023a,Netherlands,dutch,General Elderly Alliance,SIP,22954,95,1994,199405,0.04930332262,0.01607717042,0.0525187567,5.25187567,0.04894,0.01596,0.29854833954383314,0.5329831674957639,-0.23443482795193077
22955_199405,-0.1952793025012438,03/05/1994,Unie 55+,95,,4,2016.0,0.94,0.471,0.9,0.0,,1,150,1,2023-1,229,0.0,0.873,2.62,5.24,1.31,3.057,25.328,0.0,2023a,Netherlands,dutch,Union 55+,SIP,22955,95,1994,199405,0.02620087336,0.008733624454,0.01310043668,1.310043668,0.0262,0.00873,0.5243657540786804,0.3997124016547282,0.12465335242395215
22110_199805,-1.598976304661564,06/05/1998,GL,10,,999,1998.0,,,7.27,0.0,,11,150,1,,1387,4.542,13.915,10.31,-22.783,2.451,0.072,21.846,2.163,2023a,Netherlands,dutch,Green Left,ECO,22110,10,1998,199805,0.09125188537,0.09049773756,0.04223227753,4.223227753,0.1031,0.13915,-0.9174390778898831,-1.3954495610704365,0.4780104831805534
22320_199805,-1.1623705180118238,06/05/1998,PvdA,30,,999,1998.0,,,28.98,0.0,,45,150,1,,2030,1.823,0.887,9.36,-22.069,4.039,0.493,16.995,0.739,2023a,Netherlands,dutch,Labour Party,SOC,22320,30,1998,199805,0.05350454789,0.05082932049,0.03370786517,3.370786517,0.0936,0.00887,-0.8807032305492859,-0.8370825490350323,-0.04362068151425358
22330_199805,-0.8844558447454212,06/05/1998,D’66,40,,999,1998.0,,,8.99,0.0,,14,150,1,,2516,4.253,2.862,8.227,-17.766,5.525,1.55,8.784,0.835,2023a,Netherlands,dutch,Democrats‘66,LIB,22330,40,1998,199805,0.06267922982,0.05530520279,0.05038918476,5.038918476,0.08227,0.02862,-0.6593105819406169,-0.4816626474727882,-0.17764793446782867
22420_199805,-0.037890142006259175,06/05/1998,VVD,40,,999,1998.0,,,24.69,0.0,,38,150,1,,939,1.704,0.0,4.792,7.242,3.621,2.769,4.792,0.0,2023a,Netherlands,dutch,People’s Party for Freedom and Democracy,LIB,22420,40,1998,199805,0.03280542986,0.02941176471,0.01923076923,1.923076923,0.04792,0.0,0.6273701887787863,0.6009944688180896,0.026375719960696653
22521_199805,-0.3783649831723572,06/05/1998,CDA,50,,999,1998.0,,,18.37,0.0,,29,150,1,,2028,3.6,2.071,6.854,-1.627,3.205,0.838,13.116,0.592,2023a,Netherlands,dutch,Christian Democratic Appeal,CHR,22521,50,1998,199805,0.04316546763,0.03984504704,0.02213613724,2.213613724,0.06854,0.02071,0.17105333994999591,0.16556753324324,0.0054858067067559135
22527_199805,0.04997702053108011,06/05/1998,GPV,50,,4,2016.0,0.901,0.527,1.2,0.0,,2,150,1,2023-1,1036,0.193,3.378,11.873,13.803,2.22,3.475,13.996,0.097,2023a,Netherlands,dutch,Reformed Political League,CHR,22527,50,1998,199805,0.1191860465,0.03391472868,0.01937984496,1.937984496,0.11873,0.03378,0.9649386683329291,0.7133661471196477,0.25157252121328133
22528_199805,0.3363213054490908,06/05/1998,RPF,50,,4,2016.0,0.901,0.527,2.028,0.0,,3,150,1,2023-1,1492,0.0,2.748,8.244,24.598,4.088,1.408,8.311,0.67,2023a,Netherlands,dutch,Reformatory Political Federation,CHR,22528,50,1998,199805,0.08293998651,0.02764666217,0.03506405934,3.506405934,0.08244,0.02748,1.5203496936014813,1.079566522084786,0.4407831715166952
22952_199805,0.4136514080817886,06/05/1998,SGP,95,,4,2016.0,0.901,0.527,1.781,0.0,,3,150,1,2023-1,1235,0.81,6.316,8.664,26.559,0.729,2.105,7.126,0.891,2023a,Netherlands,dutch,Reformed Political Party,SIP,22952,95,1998,199805,0.08773354996,0.06336311942,0.0162469537,1.62469537,0.08664,0.06316,1.621244646871665,1.1784625506480764,0.44278209622358866
22110_200205,-0.7310165410716172,15/05/2002,GL,10,,999,2003.0,,,6.95,0.0,,10,150,1,,3032,18.272,0.726,10.455,-9.136,3.1,1.682,7.619,2.21,2023a,Netherlands,dutch,Green Left,ECO,22110,10,2002,200205,0.1047080979,0.06177024482,0.05913370998,5.913370998,0.10455,0.00726,-0.2152904663252759,-0.28543197866155084,0.07014151233627494
22220_200205,-1.0913697119161467,15/05/2002,SP,20,,999,2003.0,,,5.9,0.0,,9,150,1,,1810,7.514,1.271,9.337,-18.177,4.751,0.718,12.873,1.713,2023a,Netherlands,dutch,Socialist Party,LEF,22220,20,2002,200205,0.091714105,0.03921568627,0.04554079696,4.554079696,0.09337,0.01271,-0.680456847006423,-0.74628093997722,0.06582409297079705
22320_200205,-0.5593465362243863,15/05/2002,PvdA,30,,999,2003.0,,,15.11,0.0,,23,150,1,,2559,15.318,0.234,5.08,-7.581,3.517,2.11,9.691,0.391,2023a,Netherlands,dutch,Labour Party,SOC,22320,30,2002,200205,0.05777777778,0.04444444444,0.03733333333,3.733333333,0.0508,0.00234,-0.13528452428798102,-0.06588640552981037,-0.06939811875817065
22330_200205,-0.5527148923131797,15/05/2002,D’66,40,,999,2003.0,,,5.1,0.0,,7,150,1,,1189,1.85,1.43,7.906,-8.831,4.542,2.439,6.392,1.262,2023a,Netherlands,dutch,Democrats‘66,LIB,22330,40,2002,200205,0.06641366224,0.04174573055,0.03510436433,3.510436433,0.07906,0.0143,-0.19959798251731775,-0.05740531959643998,-0.1421926629208778
22420_200205,0.3551975844427089,15/05/2002,VVD,40,,999,2003.0,,,15.44,0.0,,24,150,1,,1337,2.842,0.15,2.019,18.923,3.141,8.302,5.385,0.598,2023a,Netherlands,dutch,People’s Party for Freedom and Democracy,LIB,22420,40,2002,200205,0.04734848485,0.01420454545,0.02746212121,2.746212121,0.02019,0.0015,1.2283665932402923,1.1037070438604826,0.12465954937980972
